sample_id,text
sub-05::stimulus_837,This brain response shows valence 6.33 and arousal 6.00.
sub-05::stimulus_838,This brain response shows valence 7.33 and arousal 6.44.
sub-05::stimulus_839,This brain response shows valence 2.33 and arousal 5.33.
sub-05::stimulus_840,This brain response shows valence 6.89 and arousal 6.89.
sub-05::stimulus_841,This brain response shows valence 2.11 and arousal 4.89.
sub-05::stimulus_842,This brain response shows valence 7.22 and arousal 7.44.
sub-05::stimulus_843,This brain response shows valence 4.56 and arousal 6.11.
sub-05::stimulus_844,This brain response shows valence 4.56 and arousal 5.89.
sub-05::stimulus_845,This brain response shows valence 3.33 and arousal 7.11.
sub-05::stimulus_846,This brain response shows valence 4.00 and arousal 6.22.
sub-05::stimulus_847,This brain response shows valence 5.67 and arousal 6.33.
sub-05::stimulus_848,This brain response shows valence 7.56 and arousal 5.44.
sub-05::stimulus_849,This brain response shows valence 2.56 and arousal 3.78.
sub-05::stimulus_850,This brain response shows valence 2.89 and arousal 3.22.
sub-05::stimulus_851,This brain response shows valence 6.22 and arousal 6.00.
sub-05::stimulus_852,This brain response shows valence 6.44 and arousal 7.56.
sub-05::stimulus_853,This brain response shows valence 4.44 and arousal 5.67.
sub-05::stimulus_854,This brain response shows valence 4.67 and arousal 5.22.
sub-05::stimulus_855,This brain response shows valence 2.89 and arousal 5.44.
sub-05::stimulus_856,This brain response shows valence 2.33 and arousal 6.00.
sub-05::stimulus_857,This brain response shows valence 2.22 and arousal 4.56.
sub-05::stimulus_858,This brain response shows valence 6.89 and arousal 5.78.
sub-05::stimulus_859,This brain response shows valence 7.22 and arousal 5.78.
sub-05::stimulus_860,This brain response shows valence 3.67 and arousal 5.00.
sub-05::stimulus_861,This brain response shows valence 1.78 and arousal 6.00.
sub-05::stimulus_862,This brain response shows valence 6.67 and arousal 6.11.
sub-05::stimulus_863,This brain response shows valence 3.11 and arousal 4.78.
sub-05::stimulus_864,This brain response shows valence 5.89 and arousal 4.78.
sub-05::stimulus_865,This brain response shows valence 1.78 and arousal 6.00.
sub-05::stimulus_866,This brain response shows valence 1.00 and arousal 7.11.
sub-05::stimulus_867,This brain response shows valence 5.33 and arousal 3.78.
sub-05::stimulus_868,This brain response shows valence 7.22 and arousal 5.33.
sub-05::stimulus_869,This brain response shows valence 2.11 and arousal 7.33.
sub-05::stimulus_870,This brain response shows valence 5.78 and arousal 4.67.
sub-05::stimulus_871,This brain response shows valence 4.67 and arousal 7.11.
sub-05::stimulus_872,This brain response shows valence 4.33 and arousal 4.44.
sub-05::stimulus_873,This brain response shows valence 5.22 and arousal 4.11.
sub-05::stimulus_874,This brain response shows valence 1.89 and arousal 5.44.
sub-05::stimulus_875,This brain response shows valence 6.33 and arousal 6.56.
sub-05::stimulus_876,This brain response shows valence 1.67 and arousal 3.11.
sub-05::stimulus_877,This brain response shows valence 1.89 and arousal 5.11.
sub-05::stimulus_878,This brain response shows valence 6.44 and arousal 5.67.
sub-05::stimulus_879,This brain response shows valence 6.00 and arousal 5.89.
sub-05::stimulus_880,This brain response shows valence 6.78 and arousal 5.00.
sub-05::stimulus_881,This brain response shows valence 5.56 and arousal 5.56.
sub-05::stimulus_882,This brain response shows valence 4.78 and arousal 5.33.
sub-05::stimulus_883,This brain response shows valence 6.67 and arousal 6.00.
sub-05::stimulus_884,This brain response shows valence 7.33 and arousal 5.67.
sub-05::stimulus_885,This brain response shows valence 3.78 and arousal 6.11.
sub-05::stimulus_886,This brain response shows valence 2.78 and arousal 6.11.
sub-05::stimulus_887,This brain response shows valence 1.67 and arousal 6.78.
sub-05::stimulus_888,This brain response shows valence 2.89 and arousal 5.11.
sub-05::stimulus_889,This brain response shows valence 2.33 and arousal 6.11.
sub-05::stimulus_890,This brain response shows valence 3.67 and arousal 7.22.
sub-05::stimulus_891,This brain response shows valence 5.89 and arousal 3.89.
sub-05::stimulus_892,This brain response shows valence 7.00 and arousal 5.89.
sub-05::stimulus_893,This brain response shows valence 6.11 and arousal 5.56.
sub-05::stimulus_894,This brain response shows valence 7.11 and arousal 6.33.
sub-05::stimulus_895,This brain response shows valence 3.89 and arousal 6.33.
sub-05::stimulus_896,This brain response shows valence 7.11 and arousal 6.00.
sub-05::stimulus_897,This brain response shows valence 7.67 and arousal 6.56.
sub-05::stimulus_898,This brain response shows valence 7.78 and arousal 5.67.
sub-05::stimulus_899,This brain response shows valence 7.00 and arousal 7.22.
sub-05::stimulus_900,This brain response shows valence 5.33 and arousal 7.89.
sub-05::stimulus_901,This brain response shows valence 4.67 and arousal 5.33.
sub-05::stimulus_902,This brain response shows valence 6.67 and arousal 5.00.
sub-05::stimulus_903,This brain response shows valence 5.78 and arousal 5.56.
sub-05::stimulus_904,This brain response shows valence 6.78 and arousal 4.11.
sub-05::stimulus_905,This brain response shows valence 1.67 and arousal 5.44.
sub-05::stimulus_906,This brain response shows valence 6.89 and arousal 6.00.
sub-05::stimulus_907,This brain response shows valence 3.67 and arousal 5.67.
sub-05::stimulus_908,This brain response shows valence 4.33 and arousal 5.89.
sub-05::stimulus_909,This brain response shows valence 3.00 and arousal 4.89.
sub-05::stimulus_910,This brain response shows valence 5.00 and arousal 4.56.
sub-05::stimulus_911,This brain response shows valence 2.33 and arousal 4.11.
sub-05::stimulus_912,This brain response shows valence 6.56 and arousal 4.78.
sub-05::stimulus_913,This brain response shows valence 3.67 and arousal 5.44.
sub-05::stimulus_914,This brain response shows valence 2.44 and arousal 5.44.
sub-05::stimulus_915,This brain response shows valence 8.00 and arousal 6.56.
sub-05::stimulus_916,This brain response shows valence 6.78 and arousal 6.89.
sub-05::stimulus_917,This brain response shows valence 5.33 and arousal 4.67.
sub-05::stimulus_918,This brain response shows valence 8.00 and arousal 5.89.
sub-05::stimulus_919,This brain response shows valence 7.22 and arousal 6.56.
sub-05::stimulus_920,This brain response shows valence 6.89 and arousal 6.78.
sub-05::stimulus_921,This brain response shows valence 7.78 and arousal 7.67.
sub-05::stimulus_922,This brain response shows valence 6.56 and arousal 6.33.
sub-05::stimulus_923,This brain response shows valence 8.78 and arousal 7.11.
sub-05::stimulus_924,This brain response shows valence 4.67 and arousal 3.78.
sub-05::stimulus_925,This brain response shows valence 1.67 and arousal 6.11.
sub-05::stimulus_926,This brain response shows valence 2.22 and arousal 4.89.
sub-05::stimulus_927,This brain response shows valence 7.67 and arousal 5.67.
sub-05::stimulus_928,This brain response shows valence 6.11 and arousal 5.00.
sub-05::stimulus_929,This brain response shows valence 2.78 and arousal 5.44.
sub-05::stimulus_930,This brain response shows valence 5.89 and arousal 6.89.
sub-05::stimulus_931,This brain response shows valence 8.11 and arousal 6.22.
sub-05::stimulus_932,This brain response shows valence 8.11 and arousal 6.89.
sub-05::stimulus_933,This brain response shows valence 5.89 and arousal 7.00.
sub-05::stimulus_934,This brain response shows valence 7.11 and arousal 5.44.
sub-05::stimulus_935,This brain response shows valence 2.11 and arousal 7.67.
sub-05::stimulus_936,This brain response shows valence 6.78 and arousal 6.33.
sub-05::stimulus_937,This brain response shows valence 1.89 and arousal 5.78.
sub-05::stimulus_938,This brain response shows valence 4.78 and arousal 5.56.
sub-05::stimulus_939,This brain response shows valence 3.67 and arousal 3.78.
sub-05::stimulus_940,This brain response shows valence 2.22 and arousal 5.33.
sub-05::stimulus_941,This brain response shows valence 5.33 and arousal 6.78.
sub-05::stimulus_942,This brain response shows valence 6.00 and arousal 7.00.
sub-05::stimulus_943,This brain response shows valence 7.56 and arousal 5.00.
sub-05::stimulus_944,This brain response shows valence 7.00 and arousal 6.67.
sub-05::stimulus_945,This brain response shows valence 5.89 and arousal 5.89.
sub-05::stimulus_946,This brain response shows valence 6.00 and arousal 6.56.
sub-05::stimulus_947,This brain response shows valence 4.67 and arousal 6.44.
sub-05::stimulus_948,This brain response shows valence 2.56 and arousal 6.00.
sub-05::stimulus_949,This brain response shows valence 5.33 and arousal 7.44.
sub-05::stimulus_950,This brain response shows valence 5.22 and arousal 6.11.
sub-05::stimulus_951,This brain response shows valence 5.44 and arousal 5.56.
sub-05::stimulus_952,This brain response shows valence 4.78 and arousal 6.33.
sub-05::stimulus_953,This brain response shows valence 5.67 and arousal 5.00.
sub-05::stimulus_954,This brain response shows valence 6.78 and arousal 6.00.
sub-05::stimulus_955,This brain response shows valence 3.00 and arousal 5.00.
sub-05::stimulus_956,This brain response shows valence 2.78 and arousal 3.33.
sub-05::stimulus_957,This brain response shows valence 5.67 and arousal 5.33.
sub-05::stimulus_958,This brain response shows valence 1.78 and arousal 5.33.
sub-05::stimulus_959,This brain response shows valence 5.56 and arousal 5.67.
sub-05::stimulus_960,This brain response shows valence 7.00 and arousal 5.89.
sub-05::stimulus_961,This brain response shows valence 7.67 and arousal 6.78.
sub-05::stimulus_962,This brain response shows valence 3.22 and arousal 7.11.
sub-05::stimulus_963,This brain response shows valence 7.78 and arousal 6.67.
sub-05::stimulus_964,This brain response shows valence 7.00 and arousal 6.67.
sub-05::stimulus_965,This brain response shows valence 1.78 and arousal 6.44.
sub-05::stimulus_966,This brain response shows valence 7.44 and arousal 5.33.
sub-05::stimulus_967,This brain response shows valence 6.89 and arousal 5.67.
sub-05::stimulus_968,This brain response shows valence 2.56 and arousal 4.78.
sub-05::stimulus_969,This brain response shows valence 6.00 and arousal 6.22.
sub-05::stimulus_970,This brain response shows valence 6.00 and arousal 6.56.
sub-05::stimulus_971,This brain response shows valence 1.67 and arousal 6.89.
sub-05::stimulus_972,This brain response shows valence 8.11 and arousal 6.56.
sub-05::stimulus_973,This brain response shows valence 2.89 and arousal 6.78.
sub-05::stimulus_974,This brain response shows valence 6.67 and arousal 6.67.
sub-05::stimulus_975,This brain response shows valence 3.22 and arousal 5.11.
sub-05::stimulus_976,This brain response shows valence 3.89 and arousal 6.44.
sub-05::stimulus_977,This brain response shows valence 2.78 and arousal 6.11.
sub-05::stimulus_978,This brain response shows valence 7.33 and arousal 5.78.
sub-05::stimulus_979,This brain response shows valence 4.22 and arousal 5.33.
sub-05::stimulus_980,This brain response shows valence 6.89 and arousal 6.67.
sub-05::stimulus_981,This brain response shows valence 6.89 and arousal 6.11.
sub-05::stimulus_982,This brain response shows valence 7.11 and arousal 7.00.
sub-05::stimulus_983,This brain response shows valence 5.78 and arousal 6.11.
sub-05::stimulus_984,This brain response shows valence 6.56 and arousal 5.89.
sub-05::stimulus_985,This brain response shows valence 4.78 and arousal 7.00.
sub-05::stimulus_986,This brain response shows valence 4.11 and arousal 7.22.
sub-05::stimulus_987,This brain response shows valence 6.00 and arousal 5.56.
sub-05::stimulus_988,This brain response shows valence 4.22 and arousal 5.67.
sub-05::stimulus_989,This brain response shows valence 3.22 and arousal 4.00.
sub-05::stimulus_990,This brain response shows valence 4.78 and arousal 5.89.
sub-05::stimulus_991,This brain response shows valence 1.00 and arousal 3.67.
sub-05::stimulus_992,This brain response shows valence 8.22 and arousal 7.22.
sub-05::stimulus_993,This brain response shows valence 7.78 and arousal 6.33.
sub-05::stimulus_994,This brain response shows valence 3.33 and arousal 5.56.
sub-05::stimulus_995,This brain response shows valence 6.00 and arousal 5.00.
sub-05::stimulus_996,This brain response shows valence 7.67 and arousal 7.11.
sub-05::stimulus_997,This brain response shows valence 8.33 and arousal 8.67.
sub-05::stimulus_998,This brain response shows valence 6.11 and arousal 4.89.
sub-05::stimulus_999,This brain response shows valence 2.78 and arousal 2.89.
sub-05::stimulus_1000,This brain response shows valence 7.33 and arousal 6.11.
sub-05::stimulus_1001,This brain response shows valence 3.44 and arousal 5.78.
sub-05::stimulus_1002,This brain response shows valence 7.11 and arousal 6.00.
sub-05::stimulus_1003,This brain response shows valence 5.89 and arousal 4.00.
sub-05::stimulus_1004,This brain response shows valence 1.56 and arousal 4.56.
sub-05::stimulus_1005,This brain response shows valence 7.78 and arousal 5.33.
sub-05::stimulus_1006,This brain response shows valence 6.67 and arousal 5.33.
sub-05::stimulus_1007,This brain response shows valence 7.78 and arousal 6.56.
sub-05::stimulus_1008,This brain response shows valence 7.22 and arousal 8.56.
sub-05::stimulus_1009,This brain response shows valence 7.89 and arousal 5.89.
sub-05::stimulus_1010,This brain response shows valence 3.78 and arousal 5.11.
sub-05::stimulus_1011,This brain response shows valence 5.89 and arousal 6.00.
sub-05::stimulus_1012,This brain response shows valence 7.56 and arousal 5.89.
sub-05::stimulus_1013,This brain response shows valence 6.56 and arousal 5.22.
sub-05::stimulus_1014,This brain response shows valence 2.00 and arousal 7.00.
